Lambda		Rmedia(<x>)	Error	<x²>
0.100000	2.948000	0.156529	33.192000
0.110000	98.821000	3.392415	21274.069000
0.120000	289.196000	3.351803	94868.908000
0.130000	362.290000	1.808943	134526.320000
0.140000	382.939000	1.159641	147987.045000
0.150000	393.840000	0.088625	155117.800000
0.160000	397.026000	0.056101	157632.792000
0.170000	398.487000	0.039545	158793.453000
0.180000	399.391000	0.025062	159513.799000
0.190000	399.722000	0.016209	159777.940000
0.200000	399.898000	0.010276	159918.516000
0.250000	399.994000	0.002442	159995.206000
0.300000	400.000000	0.000000	160000.000000
0.350000	400.000000	0.000000	160000.000000
0.400000	400.000000	0.000000	160000.000000
0.450000	400.000000	0.000000	160000.000000
0.500000	400.000000	0.000000	160000.000000
0.550000	400.000000	0.000000	160000.000000
0.600000	400.000000	0.000000	160000.000000
0.650000	400.000000	0.000000	160000.000000
0.700000	400.000000	0.000000	160000.000000
0.750000	400.000000	0.000000	160000.000000
0.800000	400.000000	0.000000	160000.000000
0.850000	400.000000	0.000000	160000.000000
0.900000	400.000000	0.000000	160000.000000
0.950000	400.000000	0.000000	160000.000000
